Template,Building Type,Space Type,RGB,Lighting Standard,Lighting Primary Space Type,Lighting Secondary Space Type,LookupColumn,Lighting per Area (W/ft^2),Lighting per Person (W/person),Lighting per Length (W/ft),Additional Lighting per Area (W/ft^2),Lighting Fraction to Return Air,Lighting Fraction Radiant,Lighting Fraction Visible,Lighting Schedule,Ventilation Standard,Ventilation Primary Space Type,Ventilation Secondary Space Type,Lookup,Ventilation per Area (ft^3/min*ft^2),Ventilation per Person (ft^3/min*person),Ventilation Air Changes (ach),Minimum Total Air Changes (ach),Occupancy per Area (people/1000 ft^2),Occupancy Schedule,Occupancy Activity Schedule,Infiltration per Exterior Area (ft^3/min*ft^2 ext),Infiltration per Exterior Wall Area (ft^3/min*ft^2 ext),Infiltration Air Changes (ach),Infiltration Schedule,Gas Equipment per Area (Btu/hr*ft^2),Gas Equipment Fraction Latent,Gas Equipment Fraction Radiant,Gas Equipment Fraction Lost,Gas Equipment Schedule,Electric Equipment per Area (W/ft^2),Electric Equipment Fraction Latent,Electric Equipment Fraction Radiant,Electric Equipment Fraction Lost,Electric Equipment Schedule,Heating Setpoint Schedule,Cooling Setpoint Schedule,Service Water Heating Peak Flow Rate (gal/h),Service Water Heating Area (ft^2),Service Water Heating Peak Flow per Area (gal/h*ft^2),Service Water Heating Target Temperature (C),Service Water Heating Fraction Sensible,Service Water Heating Fraction Latent,Service Water Heating Schedule,Exhaust per Area (cfm/ft2),Exhaust per Unit (cfm),Exhaust Fan Power per Area (W/ft^2),Exhaust Fan Efficiency,Exhaust Fan Power (W),Exhaust Fan Pressure Rise (Pa),Exhaust Fan Maximum Flow Rate (cfm),Exhaust Schedule,Balanced Exhaust Fraction Schedule,Is Residential,NECB HVAC System Selection Type,NECB Schedule Type
189.1-2009,Office,Storage,120_149_230,ASHRAE 189.1-2009,Active Storage,General,ASHRAE 189.1-2009Active StorageGeneral,0.72,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,Stair,230_157_120,ASHRAE 189.1-2009,Stairs-Active,General,ASHRAE 189.1-2009Stairs-ActiveGeneral,0.54,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,Restroom,169_169_31,ASHRAE 189.1-2009,Restrooms,General,ASHRAE 189.1-2009RestroomsGeneral,0.81,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Public Spaces,Public restrooms (Assume 12 toilet/625 ft^2),ASHRAE 62.1-1999Public SpacesPublic restrooms (Assume 12 toilet/625 ft^2),0.96,0,,,10,Office Misc Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0.07,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,43.3,0.2,0.05,Medium Office Bldg Occ,,,,,,,,,,,,
189.1-2009,Office,PrintRoom,41_31_169,ASHRAE 189.1-2009,Office-Enclosed,General,ASHRAE 189.1-2009Office-EnclosedGeneral,0.99,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,10,Office Misc Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,2.79,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,OpenOffice,120_230_199,ASHRAE 189.1-2009,Office-Open Plan,General,ASHRAE 189.1-2009Office-Open PlanGeneral,0.99,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,5.25,Office Work Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0.71,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,Lobby,230_157_120,ASHRAE 189.1-2009,Lobby,General,ASHRAE 189.1-2009LobbyGeneral,1.17,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Offices,Reception Areas,ASHRAE 62.1-1999OfficesReception Areas,0,15,,,10,Office Misc Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0.07,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,IT_Room,41_31_169,ASHRAE 189.1-2009,Office-Enclosed,General,ASHRAE 189.1-2009Office-EnclosedGeneral,0.99,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,5,Office Misc Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,1.56,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,Elec/MechRoom,41_31_169,ASHRAE 189.1-2009,Electrical/Mechanical,General,ASHRAE 189.1-2009Electrical/MechanicalGeneral,1.35,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,0,,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0.27,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,Corridor,169_31_31,ASHRAE 189.1-2009,Corridor/Transition,General,ASHRAE 189.1-2009Corridor/TransitionGeneral,0.45,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,1,Office Work Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0.16,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,Conference,230_196_120,ASHRAE 189.1-2009,Conference/Meeting/Multipurpose,General,ASHRAE 189.1-2009Conference/Meeting/MultipurposeGeneral,1.17,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Offices,Conference rooms,ASHRAE 62.1-1999OfficesConference rooms,0,20,,,50,Office Misc Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0.37,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,ClosedOffice,120_230_199,ASHRAE 189.1-2009, ,General,ASHRAE 189.1-2009 General,#N/A,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,4.75,Office Work Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,0.64,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,BreakRoom,230_157_120,ASHRAE 189.1-2009,Lounge/Recreation,General,ASHRAE 189.1-2009Lounge/RecreationGeneral,1.08,,,,0.4,0.4,0.2,Office Bldg Light,ASHRAE 62.1-1999,Offices,Reception Areas,ASHRAE 62.1-1999OfficesReception Areas,0,15,,,50,Office Misc Occ,Office Activity,0.0446,,,Office Infil Quarter On,,,,,,4.46,0,0.5,0,Office Bldg Equip,Medium Office HtgSetp,Medium Office ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Office,Attic,120_149_230,ASHRAE 189.1-2009,Attics,General,ASHRAE 189.1-2009AtticsGeneral,0,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,0.0446,,,Small Office Infil Quarter On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Anesthesia,204_120_230,ASHRAE 189.1-2009,Hospital,Operating Room,ASHRAE 189.1-2009HospitalOperating Room,1.98,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,Anesthesia Storage,GGHC v2.2Health CareAnesthesia Storage,1.2,,,,0,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,1.46,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,1,108,0.009259259259,43.3,0.2,0.05,Outpatient SWH,1.333334624,144,0.5048215295,0.31,54.52067242,1,,Outpatient_FirstFlr_Exhaust,,,,
189.1-2009,Outpatient,BioHazard,204_120_230,ASHRAE 189.1-2009,Active Storage,For Hospital,ASHRAE 189.1-2009Active StorageFor Hospital,0.81,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,Bedpan Room,GGHC v2.2Health CareBedpan Room,0.15,,,,0,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.07,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Cafe,31_169_34,ASHRAE 189.1-2009,Dining Area,General,ASHRAE 189.1-2009Dining AreaGeneral,0.81,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,Food and Beverage Service,"Cafeteria, fast food","ASHRAE 62.1-1999Food and Beverage ServiceCafeteria, fast food",0,20,,,92.94,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.73,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,CleanWork,204_120_230,ASHRAE 189.1-2009,Hospital,Medical Supply,ASHRAE 189.1-2009HospitalMedical Supply,1.26,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,Clean Utility / Workroom,GGHC v2.2Health CareClean Utility / Workroom,0.3,,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,1.46,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Conference,230_196_120,ASHRAE 189.1-2009,Conference/Meeting/Multipurpose,General,ASHRAE 189.1-2009Conference/Meeting/MultipurposeGeneral,1.17,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Conference rooms,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesConference rooms",0,20,,,46.45,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.73,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,DressingRoom,136_78_222,ASHRAE 189.1-2009,Dressing/Locker/Fitting Room,General,ASHRAE 189.1-2009Dressing/Locker/Fitting RoomGeneral,0.54,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Dormitory sleeping areas,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesDormitory sleeping areas",0,15,,,4.65,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.8,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Elec/MechRoom,41_31_169,ASHRAE 189.1-2009,Electrical/Mechanical,General,ASHRAE 189.1-2009Electrical/MechanicalGeneral,1.35,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,Mechanical Equipment Room,GGHC v2.2Health CareMechanical Equipment Room,0.15,,,,0,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,3.64,0,0.3,0.7,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Exam,136_78_222,ASHRAE 189.1-2009,Hospital,Exam/Treatment,ASHRAE 189.1-2009HospitalExam/Treatment,1.35,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,"Special Procedure Room, Diagnostic","GGHC v2.2Health CareSpecial Procedure Room, Diagnostic",0.3,,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.8,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Hall,169_31_31,ASHRAE 189.1-2009,Corridor/Transition,For Hospital,ASHRAE 189.1-2009Corridor/TransitionFor Hospital,0.9,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.29,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,IT_Room,41_31_169,ASHRAE 189.1-2009,Office-Enclosed,General,ASHRAE 189.1-2009Office-EnclosedGeneral,0.99,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,Offices,Telecommunication centers and data entry areas,ASHRAE 62.1-1999OfficesTelecommunication centers and data entry areas,0,20,,,4.65,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.8,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Janitor,120_149_230,ASHRAE 189.1-2009,Active Storage,General,ASHRAE 189.1-2009Active StorageGeneral,0.72,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,Janitors Closet / Utility,GGHC v2.2Health CareJanitors Closet / Utility,1.5,,,,0,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0,0,0.3,0.7,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Lobby,230_157_120,ASHRAE 189.1-2009,Lobby,General,ASHRAE 189.1-2009LobbyGeneral,1.17,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Lobbies,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesLobbies",0,15,,,27.87,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.8,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,LockerRoom,169_169_31,ASHRAE 189.1-2009,Dressing/Locker/Fitting Room,General,ASHRAE 189.1-2009Dressing/Locker/Fitting RoomGeneral,0.54,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,Lockers,GGHC v2.2Health CareLockers,0.15,,,,13.94,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,2.19,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Lounge,230_157_120,ASHRAE 189.1-2009,Lounge/Recreation,For Hospital,ASHRAE 189.1-2009Lounge/RecreationFor Hospital,0.72,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Lobbies,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesLobbies",0,15,,,13.94,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,2.19,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,MedGas,204_120_230,ASHRAE 189.1-2009,Active Storage,For Hospital,ASHRAE 189.1-2009Active StorageFor Hospital,0.81,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Storage rooms,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsStorage rooms",0.15,0,,,0,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.07,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,MRI,169_31_159,ASHRAE 189.1-2009,Hospital,Radiology,ASHRAE 189.1-2009HospitalRadiology,0.36,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,"X-ray, Diagnostic and Treatment","GGHC v2.2Health CareX-ray, Diagnostic and Treatment",0.3,,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,38.63,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,1,440,0.002272727273,43.3,0.2,0.05,Outpatient SWH,1.000000968,440,0.3786161471,0.31,166.5909435,1,,Outpatient_FirstFlr_Exhaust,,,,
189.1-2009,Outpatient,MRI_Control,136_78_222,ASHRAE 189.1-2009,Hospital,Radiology,ASHRAE 189.1-2009HospitalRadiology,0.36,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,"X-ray, Diagnostic and Treatment","GGHC v2.2Health CareX-ray, Diagnostic and Treatment",0.3,,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.8,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,1,168,0.005952380952,43.3,0.2,0.05,Outpatient SWH,1.000000968,168,0.3786161471,0.31,63.60745116,1,,Outpatient_FirstFlr_Exhaust,,,,
189.1-2009,Outpatient,NurseStation,31_162_169,ASHRAE 189.1-2009,Hospital,Nurse Station,ASHRAE 189.1-2009HospitalNurse Station,0.9,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,1.46,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Office,120_230_199,ASHRAE 189.1-2009,Office-Enclosed,General,ASHRAE 189.1-2009Office-EnclosedGeneral,0.99,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,4.65,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.8,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,OR,169_31_159,ASHRAE 189.1-2009,Hospital,Operating Room,ASHRAE 189.1-2009HospitalOperating Room,1.98,,,,0,0.7,0.2,Outpatient Bldg Light,AIA 2001,Surgery and Critical Care,Operating/Surgical Cystoscopic Rooms,AIA 2001Surgery and Critical CareOperating/Surgical Cystoscopic Rooms,,,3,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,17.4,0,0,0.5,Outpatient Bldg Equip,2.92,0,0.5,0,Outpatient Bldg Equip,Outpatient OR HtgSetp,Outpatient OR ClgSetp,6,470,0.01276595745,43.3,0.2,0.05,Outpatient SWH,,,,,,,,,,,,
189.1-2009,Outpatient,PACU,169_31_159,ASHRAE 189.1-2009,Hospital,Recovery,ASHRAE 189.1-2009HospitalRecovery,0.72,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,Recovery,GGHC v2.2Health CareRecovery,0.3,,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,2.19,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,1,108,0.009259259259,43.3,0.2,0.05,Outpatient SWH,,,,,,,,,,,,
189.1-2009,Outpatient,PhysicalTherapy,154_230_120,ASHRAE 189.1-2009,Hospital,Physical Therapy,ASHRAE 189.1-2009HospitalPhysical Therapy,0.81,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,"Hospitals, Nursing and Convalescent Homes",Physical therapy,"ASHRAE 62.1-1999Hospitals, Nursing and Convalescent HomesPhysical therapy",0.47,0,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,1.09,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,1,946,0.001057082452,43.3,0.2,0.05,Outpatient SWH,,,,,,,,,,,,
189.1-2009,Outpatient,PreOp,169_31_159,ASHRAE 189.1-2009,Hospital,Patient Room,ASHRAE 189.1-2009HospitalPatient Room,0.63,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,Patient Room,GGHC v2.2Health CarePatient Room,0.3,,,,9.29,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,1.46,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,1,263.5,0.003795066414,43.3,0.2,0.05,Outpatient SWH,,,,,,,,,,,,
189.1-2009,Outpatient,ProcedureRoom,169_31_159,ASHRAE 189.1-2009,Hospital,Emergency,ASHRAE 189.1-2009HospitalEmergency,2.43,,,,0,0.7,0.2,Outpatient Bldg Light,AIA 2001,Surgery and Critical Care,Operating/Surgical Cystoscopic Rooms,AIA 2001Surgery and Critical CareOperating/Surgical Cystoscopic Rooms,,,3,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,2.19,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,1,285,0.00350877193,43.3,0.2,0.05,Outpatient SWH,,,,,,,,,,,,
189.1-2009,Outpatient,Soil Work,204_120_230,ASHRAE 189.1-2009,Hospital,Medical Supply,ASHRAE 189.1-2009HospitalMedical Supply,1.26,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,"Soiled Linen, Sorting","GGHC v2.2Health CareSoiled Linen, Sorting",1.5,,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,1.46,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,1.66666828,210,0.6310269118,0.31,79.50931395,1,,Outpatient_FirstFlr_Exhaust,,,,
189.1-2009,Outpatient,Stair,230_157_120,ASHRAE 189.1-2009,Stairs-Active,General,ASHRAE 189.1-2009Stairs-ActiveGeneral,0.54,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,Outpatient,Toilet,169_169_31,ASHRAE 189.1-2009,Restrooms,General,ASHRAE 189.1-2009RestroomsGeneral,0.81,,,,0,0.7,0.2,Outpatient Bldg Light,ASHRAE 62.1-1999,Public Spaces,Public restrooms (Assume 12 toilet/625 ft^2),ASHRAE 62.1-1999Public SpacesPublic restrooms (Assume 12 toilet/625 ft^2),0.96,0,,,0,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.29,0,0.3,0.7,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,,,,,,,,1.66666828,90,0.6310269118,0.31,34.07542026,1,,Outpatient_FirstFlr_Exhaust,,,,
189.1-2009,Outpatient,Xray,169_31_159,ASHRAE 189.1-2009,Hospital,Radiology,ASHRAE 189.1-2009HospitalRadiology,0.36,,,,0,0.7,0.2,Outpatient Bldg Light,GGHC v2.2,Health Care,"X-ray, Diagnostic and Treatment","GGHC v2.2Health CareX-ray, Diagnostic and Treatment",0.3,,,,18.58,Outpatient Bldg Occ,Outpatient Activity,0.0446,,,Outpatient Infil,,,,,,0.95,0,0.5,0,Outpatient Bldg Equip,Outpatient HtgSetp,Outpatient ClgSetp,1,900,0.001111111111,43.3,0.2,0.05,Outpatient SWH,,,,,,,,,,,,
189.1-2009,PrimarySchool,Restroom,169_169_31,ASHRAE 189.1-2009,Restrooms,General,ASHRAE 189.1-2009RestroomsGeneral,0.81,,,,0,0.37,0.2,PrimarySchool Bldg Light,ASHRAE 62.1-1999,Public Spaces,Public restrooms (Assume 12 toilet/625 ft^2),ASHRAE 62.1-1999Public SpacesPublic restrooms (Assume 12 toilet/625 ft^2),0.96,0,,,9.29,PrimarySchool Bldg Occ,PrimarySchool Activity,0.0446,,,PrimarySchool Infil,,,,,,0.27,0,0.5,0,PrimarySchool Bldg Equip,PrimarySchool BathCorrMechKitchen HtgSetp,PrimarySchool BathCorrMechKitchen ClgSetp,56.5,2045,0.02762836186,43.3,0.2,0.05,PrimarySchool SWH,0.293378305,600,0.05093797833,0.338,104.1753479,0.5,,,,,,
189.1-2009,PrimarySchool,Office,120_230_199,ASHRAE 189.1-2009,Office-Enclosed,General,ASHRAE 189.1-2009Office-EnclosedGeneral,0.99,,,,0,0.37,0.2,PrimarySchool Bldg Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,4.65,PrimarySchool Bldg Occ,PrimarySchool Activity,0.0446,,,PrimarySchool Infil,,,,,,0.73,0,0.5,0,PrimarySchool Bldg Equip,PrimarySchool HtgSetp,PrimarySchool ClgSetp,,,,,,,,,,,,,,,,,,,
189.1-2009,PrimarySchool,Mechanical,41_31_169,ASHRAE 189.1-2009,Electrical/Mechanical,General,ASHRAE 189.1-2009Electrical/MechanicalGeneral,1.35,,,,0,0.37,0.2,PrimarySchool Bldg Light,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0.93,PrimarySchool Bldg Occ,PrimarySchool Activity,0.0446,,,PrimarySchool Infil,,,,,,0.27,0,0.5,0,PrimarySchool Bldg Equip,PrimarySchool BathCorrMechKitchen HtgSetp,PrimarySchool BathCorrMechKitchen ClgSetp,,,,,,,,,,,,,,,,,,,
